Flight_Date,Airline_Code,Origin_Airport,Destination_Airport,Scheduled_Departure,Actual_Departure,Departure_Delay,Scheduled_Arrival,Actual_Arrival,Arrival_Delay,Cancelled,Cancellation_Reason
2025-07-26,Lufthansa,KWI,LHR,1553,1726,93,1848,2047,119,0,
2024-12-11,Etihad,BOM,DXB,0331,0441,70,1920,2038,78,0,
2025-08-22,Etihad,DFW,HND,0707,0708,1,0251,0316,25,0,
2025-05-17,Singapore Airlines,SIN,FRA,0638,0622,-16,2214,2156,-18,0,
2024-10-01,Emirates,AUH,ICN,0722,0844,82,1928,2108,100,0,
2025-03-05,Delta,ICN,AUH,0740,0921,101,1204,1354,110,0,
2025-01-04,Singapore Airlines,SFO,HND,0158,0303,65,0509,0629,80,0,
2025-08-19,American Airlines,FRA,JFK,1134,1327,113,1808,2018,130,0,
2025-05-07,British Airways,BOM,HND,2027,2125,58,0928,1036,68,0,
2024-09-09,Lufthansa,SFO,CDG,1004,1039,35,1208,1238,30,0,
2025-04-05,Delta,AUH,DEL,0714,0859,105,0952,1205,133,0,
2025-05-06,Qatar Airways,DFW,SIN,0808,0832,24,1118,1210,52,0,
2025-01-15,American Airlines,DFW,SFO,2100,2042,-18,1728,1726,-2,0,
2025-05-21,Qatar Airways,SYD,JFK,2158,2243,45,1758,1850,52,0,
2025-03-13,Delta,CDG,DEL,0007,0156,109,0203,0352,109,0,
2024-10-24,Air India,BKK,DXB,0925,0954,29,0742,0812,30,0,
2024-10-29,FlyDubai,DEL,BOM,2212,2249,37,1825,1917,52,0,
2025-01-28,Emirates,ICN,DOH,1709,1803,54,0511,0611,60,0,
2025-08-02,Qatar Airways,FRA,DEL,1136,1314,98,0748,0949,121,0,
2024-11-17,Lufthansa,KWI,FRA,0501,0655,114,1820,2030,130,0,
2024-08-30,Air India,SFO,DEL,1514,1530,16,1009,1028,19,0,
2024-10-21,Delta,ICN,HND,1914,1949,35,1443,1513,30,0,
2024-10-07,Lufthansa,BKK,JFK,1135,1245,70,1434,1558,84,0,
2025-08-24,British Airways,HND,BOM,0336,0410,34,1751,1826,35,0,
2024-12-22,FlyDubai,SYD,ICN,0422,0404,-18,2018,2016,-2,0,
2024-12-17,Air India,SYD,CDG,0735,0802,27,1625,1709,44,0,
2024-10-22,Emirates,DXB,ORD,1100,1151,51,0853,1002,69,0,
2024-12-04,American Airlines,ICN,FRA,1457,1652,115,1757,2001,124,0,
2025-06-10,Etihad,LAX,FRA,1743,1753,10,0452,0455,3,0,
2025-01-01,Etihad,AUH,DFW,1713,1809,56,0153,0253,60,0,
2025-08-15,Delta,SFO,BOM,0532,0647,75,1304,1425,81,0,
2025-02-27,Lufthansa,FRA,LHR,1248,1312,24,1414,1500,46,0,
2025-02-08,Delta,BKK,HND,0902,1007,65,1120,1240,80,0,
2025-07-02,Qatar Airways,DXB,BOM,1458,1448,-10,0957,1003,6,0,
2024-12-11,British Airways,AUH,LHR,0617,0800,103,0823,1006,103,0,
2025-04-07,Lufthansa,AUH,JFK,1511,1545,34,0620,0722,62,0,
2025-04-16,Etihad,AUH,PEK,0030,0222,112,0906,1109,123,0,
2024-10-12,Etihad,DXB,ORD,0535,0559,24,1452,1535,43,0,
2024-12-25,American Airlines,SYD,JFK,0843,1022,99,1215,1347,92,0,
2025-02-11,Lufthansa,ICN,BOM,0147,0320,93,1510,1638,88,0,
2024-11-15,British Airways,CDG,FRA,1111,1223,72,1319,1445,86,0,
2025-04-19,FlyDubai,PEK,ORD,0047,0126,39,1121,1214,53,0,
2025-06-12,Delta,KWI,ORD,0536,0547,11,1056,1115,19,0,
2025-02-19,FlyDubai,KWI,HND,0406,0437,31,1204,1245,41,0,
2025-02-13,American Airlines,DOH,BOM,0355,0526,91,1113,1258,105,0,
2025-02-18,Air India,BOM,DEL,0639,0740,61,0358,0510,72,0,
2024-11-27,FlyDubai,LAX,DEL,0204,0152,-12,1501,1440,-21,0,
2025-07-20,FlyDubai,SYD,DEL,1240,1438,118,1118,1326,128,0,
2024-10-29,Emirates,PEK,FRA,0227,0426,119,1030,1253,143,0,
2024-09-07,Etihad,SFO,JFK,2212,2340,88,0113,0239,86,0,
2025-02-13,American Airlines,HND,DXB,0841,0853,12,2147,2221,34,0,
2025-02-03,FlyDubai,KWI,JFK,1608,1650,42,1835,1919,44,0,
2024-09-21,Qatar Airways,BOM,KWI,2224,2306,42,2004,2051,47,0,
2024-10-04,Etihad,JFK,DEL,1201,1221,20,1847,1858,11,0,
2025-04-16,American Airlines,LHR,BOM,0425,0506,41,0957,1057,60,0,
2025-08-23,Etihad,BKK,ICN,0750,0825,35,0219,0245,26,0,
2025-08-08,Lufthansa,BOM,ORD,0102,0148,46,0903,1018,75,0,
2024-12-12,American Airlines,DXB,LAX,1748,1901,73,2228,0003,95,0,
2025-05-29,Lufthansa,AUH,BOM,0628,0714,46,0012,0058,46,0,
2025-02-03,Singapore Airlines,JFK,LAX,1815,1948,93,1948,2127,99,0,
2024-09-15,Air India,JFK,SIN,0524,0629,65,0528,0631,63,0,
2025-03-17,Singapore Airlines,BKK,PEK,2120,2310,110,0916,1107,111,0,
2025-07-28,FlyDubai,DXB,CDG,0617,0742,85,1158,1338,100,0,
2024-11-01,Singapore Airlines,HND,JFK,0557,0743,106,2051,2240,109,0,
2025-03-27,British Airways,SFO,FRA,1712,1910,118,1955,2212,137,0,
2024-12-13,Singapore Airlines,SFO,CDG,1108,1142,34,0730,0828,58,0,
2024-09-23,Etihad,DXB,BKK,0436,0417,-19,0850,0852,2,0,
2025-05-12,Emirates,ICN,BOM,1642,1810,88,1949,2141,112,0,
2025-03-28,Air India,CDG,JFK,1756,1808,12,0927,0946,19,0,
2025-02-11,British Airways,PEK,ORD,0825,0932,67,0037,0156,79,0,
2025-02-11,Air India,ORD,HND,0810,0959,109,1135,1315,100,0,
2024-11-18,Singapore Airlines,BKK,FRA,1022,1124,62,1930,2058,88,0,
2024-11-01,Emirates,CDG,ICN,0052,0218,86,1316,1503,107,0,
2025-02-01,FlyDubai,BOM,DFW,1445,1623,98,0232,0414,102,0,
2024-11-14,Singapore Airlines,BOM,FRA,0109,0211,62,0739,0858,79,0,
2025-06-25,Delta,SFO,FRA,1649,1839,110,1538,1739,121,0,
2024-11-19,Singapore Airlines,ORD,SIN,1338,1523,105,1617,1813,116,0,
2025-01-04,American Airlines,KWI,ICN,1550,1725,95,0557,0737,100,0,
2024-11-20,British Airways,SIN,HND,2113,2147,34,1915,2008,53,0,
2024-09-28,FlyDubai,DOH,JFK,1451,1619,88,0833,1017,104,0,
2024-09-26,Delta,KWI,FRA,1123,1248,85,1306,1453,107,0,
2024-12-07,Lufthansa,CDG,AUH,1710,1715,5,0721,0755,34,0,
2025-08-01,FlyDubai,HND,DFW,1229,1236,7,2058,2111,13,0,
2025-07-19,Qatar Airways,ORD,SYD,1404,1441,37,1909,2013,64,0,
2025-06-02,Air India,HND,KWI,1535,1536,1,0049,0040,-9,0,
2024-11-19,Air India,PEK,DFW,1421,1550,89,0431,0555,84,0,
2025-04-24,FlyDubai,KWI,SIN,1532,1624,52,1039,1153,74,0,
2025-03-29,Air India,DOH,KWI,0014,0012,-2,0648,0642,-6,0,
2025-04-21,Delta,DOH,DEL,0636,0736,60,0426,0520,54,0,
2025-05-28,Air India,ICN,SFO,2044,2046,2,2134,2140,6,0,
2024-11-16,Qatar Airways,KWI,DFW,0342,0444,62,0721,0847,86,0,
2025-08-25,American Airlines,BOM,HND,0523,0506,-17,0508,0441,-27,0,
2025-08-15,Emirates,AUH,ICN,0842,1016,94,1318,1510,112,0,
2025-04-16,British Airways,CDG,SIN,1458,1636,98,1942,2142,120,0,
2025-02-06,Singapore Airlines,DXB,JFK,0904,0922,18,0553,0622,29,0,
2024-12-14,Singapore Airlines,KWI,FRA,1438,1632,114,1116,1300,104,0,
2025-04-19,Etihad,CDG,BOM,0840,0951,71,1149,1312,83,0,
2025-05-08,American Airlines,AUH,DFW,1010,1047,37,0730,0812,42,0,
2025-01-25,Singapore Airlines,DXB,DFW,0703,0841,98,1352,1535,103,0,
2025-07-13,Etihad,BOM,LHR,2237,2244,7,1010,1011,1,0,
2025-08-02,American Airlines,PEK,DOH,0940,1033,53,0117,0215,58,0,
2024-09-20,Emirates,JFK,LAX,1840,1933,53,1606,1704,58,0,
2025-04-10,Singapore Airlines,ICN,LAX,1720,1818,58,0041,0132,51,0,
2024-11-14,Qatar Airways,DEL,DFW,0054,0153,59,0743,0856,73,0,
2024-12-01,British Airways,PEK,CDG,0236,0326,50,1449,1531,42,0,
2024-12-23,American Airlines,LAX,SFO,0809,0810,1,1448,1440,-8,0,
2025-06-09,Singapore Airlines,DOH,DFW,0546,0659,73,1334,1455,81,0,
2024-10-09,Air India,SYD,SFO,0239,0350,71,1910,2030,80,0,
2024-10-20,British Airways,JFK,ORD,0128,0303,95,1104,1243,99,0,
2024-11-21,FlyDubai,DXB,FRA,0724,0838,74,2013,2155,102,0,
2025-06-16,American Airlines,LAX,DOH,0049,0130,41,0153,0231,38,0,
2025-03-19,Qatar Airways,SFO,KWI,0748,0926,98,0456,0636,100,0,
2025-01-07,Air India,SIN,SFO,1801,1811,10,0911,0916,5,0,
2024-08-31,Delta,HND,DEL,1110,1240,90,1752,1934,102,0,
2025-02-22,British Airways,SYD,DOH,2206,2300,54,1236,1357,81,0,
2024-09-24,Qatar Airways,JFK,HND,1709,1843,94,0550,0732,102,0,
2025-06-07,Singapore Airlines,DEL,KWI,0621,0741,80,1357,1539,102,0,
2025-05-07,Etihad,CDG,SFO,0732,0832,60,0341,0454,73,0,
2025-05-18,Air India,DOH,LAX,1129,1205,36,1704,1742,38,0,
2025-06-26,British Airways,DXB,SIN,1542,1618,36,0719,0821,62,0,
2025-07-22,Lufthansa,SYD,KWI,0236,0333,57,0913,1009,56,0,
2025-01-04,Singapore Airlines,BOM,AUH,2017,2019,2,1517,1524,7,0,
2025-03-15,Singapore Airlines,ORD,SYD,0015,0131,76,1724,1846,82,0,
2024-12-11,Delta,DXB,SYD,0231,0310,39,0500,0607,67,0,
2024-10-20,Air India,SFO,KWI,2057,2102,5,2049,2044,-5,0,
2025-01-02,Qatar Airways,JFK,LAX,0949,0931,-18,0129,0140,11,0,
2025-02-03,Lufthansa,JFK,BKK,1518,1604,46,2032,2146,74,0,
2024-12-14,FlyDubai,SIN,SFO,0609,0631,22,1719,1755,36,0,
2025-03-21,Emirates,DFW,BKK,1805,1949,104,1010,1158,108,0,
2025-04-10,FlyDubai,AUH,LAX,1108,1107,-1,1117,1130,13,0,
2024-10-19,American Airlines,PEK,DFW,2124,2217,53,2123,2238,75,0,
2025-02-22,Air India,AUH,ORD,0600,0652,52,2049,2132,43,0,
2025-06-25,Qatar Airways,BOM,LAX,0105,0129,24,1743,1830,47,0,
2025-01-07,Delta,KWI,LAX,1044,1134,50,1538,1657,79,0,
2024-09-13,Air India,BOM,SIN,0335,0417,42,0837,0914,37,0,
2024-10-31,Singapore Airlines,BOM,LHR,0325,0350,25,2252,2330,38,0,
2024-09-24,Qatar Airways,SYD,DOH,0220,0340,80,0333,0454,81,0,
2025-04-10,Lufthansa,ORD,SYD,0538,0538,0,0639,0653,14,0,
2024-09-03,FlyDubai,SFO,SYD,0802,0950,108,1347,1548,121,0,
2025-06-23,Emirates,SYD,LAX,1658,1815,77,0052,0211,79,0,
2025-01-09,FlyDubai,BOM,CDG,0435,0435,0,0828,0836,8,0,
2025-02-25,American Airlines,SIN,BOM,0134,0158,24,1806,1839,33,0,
2024-10-26,Air India,DFW,DEL,1017,1056,39,1542,1614,32,0,
2025-01-28,Emirates,CDG,DFW,1336,1414,38,2206,2307,61,0,
2025-05-16,Lufthansa,LAX,PEK,0958,1005,7,1949,2025,36,0,
2024-10-24,Etihad,CDG,DXB,2203,2243,40,0017,0059,42,0,
2025-02-18,Delta,ICN,BKK,0456,0633,97,0044,0228,104,0,
2024-12-10,Etihad,FRA,CDG,0955,1042,47,1115,1215,60,0,
2024-09-30,British Airways,ORD,KWI,1543,1533,-10,0645,0639,-6,0,
2025-05-04,Air India,ICN,CDG,1217,1355,98,0424,0625,121,0,
2025-03-30,Delta,PEK,BKK,2117,2140,23,1650,1736,46,0,
2024-12-27,Air India,ICN,DOH,0554,0720,86,1114,1256,102,1,Weather
2025-06-10,Lufthansa,ORD,ICN,1637,1825,108,0132,0320,108,0,
2025-06-29,Singapore Airlines,DOH,PEK,1816,2008,112,1521,1739,138,0,
2024-10-30,Etihad,SYD,BOM,1627,1638,11,2116,2123,7,0,
2024-12-14,American Airlines,KWI,SFO,2116,2214,58,0251,0341,50,0,
2025-03-14,Air India,DXB,BKK,1636,1834,118,1232,1422,110,0,
2025-01-26,FlyDubai,JFK,SFO,1130,1215,45,0813,0916,63,0,
2024-09-03,British Airways,FRA,AUH,1755,1746,-9,2226,2207,-19,0,
2024-11-09,British Airways,HND,SFO,0543,0630,47,1214,1311,57,0,
2024-08-31,Etihad,HND,KWI,0548,0550,2,2047,2047,0,0,
2024-09-25,Emirates,DOH,JFK,1403,1502,59,0511,0614,63,0,
2025-05-17,Qatar Airways,DEL,JFK,2010,2013,3,1642,1652,10,0,
2025-04-13,FlyDubai,PEK,CDG,2143,2335,112,1925,2118,113,0,
2025-08-14,Delta,BOM,CDG,0225,0208,-17,0849,0836,-13,0,
2025-02-09,Lufthansa,KWI,SFO,0610,0747,97,1543,1742,119,0,
2025-06-28,Qatar Airways,DFW,LAX,0421,0538,77,1827,2002,95,0,
2024-11-03,Delta,DXB,AUH,1947,2053,66,1553,1659,66,0,
2025-04-18,American Airlines,HND,BKK,2240,0002,82,1811,1926,75,0,
2025-05-31,American Airlines,BOM,CDG,0026,0135,69,2031,2134,63,0,
2025-05-01,American Airlines,DOH,ORD,2253,2340,47,0227,0308,41,0,
2025-03-14,Air India,JFK,LAX,1404,1429,25,1754,1824,30,0,
2024-12-13,Singapore Airlines,ICN,DOH,0148,0129,-19,2027,2016,-11,0,
2025-07-16,Delta,AUH,FRA,1125,1217,52,1342,1454,72,0,
2025-01-07,British Airways,PEK,ICN,1700,1836,96,1354,1527,93,0,
2025-01-25,Delta,SIN,LHR,1349,1527,98,1520,1706,106,0,
2025-01-31,British Airways,LAX,ICN,0648,0806,78,1432,1557,85,0,
2025-01-12,Air India,KWI,LHR,1538,1713,95,1608,1743,95,0,
2024-10-08,Etihad,HND,FRA,1853,1945,52,1202,1305,63,0,
2024-12-23,Qatar Airways,DXB,KWI,1617,1759,102,0127,0323,116,0,
2025-07-20,Etihad,HND,BKK,1140,1148,8,0831,0907,36,0,
2025-04-19,FlyDubai,SFO,BOM,1455,1533,38,0620,0651,31,0,
2025-06-14,Delta,KWI,DFW,1334,1405,31,1901,1955,54,1,
2024-09-01,FlyDubai,HND,JFK,1227,1410,103,1905,2044,99,0,
2025-07-13,Singapore Airlines,LAX,DXB,1933,1949,16,0625,0643,18,0,
2025-02-25,American Airlines,DFW,PEK,1509,1619,70,1352,1517,85,0,
2025-03-31,FlyDubai,BKK,LHR,0015,0122,67,1725,1837,72,0,
2025-03-10,Air India,DEL,DOH,0116,0159,43,0538,0646,68,0,
2025-03-18,FlyDubai,ORD,KWI,0009,0138,89,1607,1732,85,0,
2024-12-20,Emirates,AUH,ORD,0825,0833,8,0005,0018,13,0,
2025-03-12,FlyDubai,DOH,HND,1040,1232,112,1534,1738,124,0,
2024-11-06,FlyDubai,AUH,HND,2033,2039,6,0305,0336,31,0,
2024-10-21,Lufthansa,DEL,JFK,0653,0648,-5,1640,1643,3,0,
2025-07-30,Delta,HND,DOH,0910,1002,52,0241,0352,71,0,
2025-06-28,Qatar Airways,SFO,LAX,1855,2034,99,2135,2309,94,0,
2025-06-12,Singapore Airlines,LAX,DXB,1842,1926,44,2129,2204,35,0,
2025-03-30,Qatar Airways,DXB,HND,1248,1237,-11,0201,0146,-15,0,
2024-12-02,Singapore Airlines,HND,SFO,2248,2333,45,1856,1952,56,0,
2025-01-27,FlyDubai,DXB,LHR,2115,2231,76,0506,0638,92,0,
2025-01-10,American Airlines,ORD,ICN,2249,0033,104,1521,1723,122,0,
2024-11-15,Etihad,KWI,FRA,0025,0156,91,1838,2023,105,0,
2024-10-23,Qatar Airways,JFK,DXB,0449,0647,118,2138,2334,116,0,
2025-04-16,British Airways,FRA,SFO,1403,1454,51,0928,1037,69,0,
2025-05-10,Emirates,DFW,SFO,1657,1852,115,0225,0418,113,0,
2025-04-16,FlyDubai,ICN,LHR,2241,2321,40,1427,1506,39,1,Weather
2024-11-20,Etihad,ORD,KWI,0623,0812,109,2147,2330,103,0,
2025-08-24,Emirates,BOM,DFW,0512,0654,102,2017,2216,119,0,
2025-06-05,Delta,LHR,AUH,1814,1848,34,0405,0456,51,0,
2025-03-06,Etihad,SFO,PEK,0715,0725,10,0045,0113,28,0,
2024-11-07,Air India,ORD,DOH,1315,1257,-18,1311,1308,-3,0,
2025-02-13,British Airways,LHR,DEL,1811,1841,30,1301,1349,48,0,
2024-12-13,FlyDubai,SFO,DFW,0644,0742,58,0920,1017,57,0,
2025-06-18,British Airways,FRA,LHR,1042,1148,66,1131,1245,74,0,
2025-08-12,Lufthansa,JFK,BKK,0805,0845,40,2131,2235,64,0,
2025-07-16,Etihad,SFO,AUH,2126,2133,7,0034,0048,14,0,
2025-04-11,British Airways,DEL,DXB,1800,1911,71,0551,0721,90,0,
2025-06-24,FlyDubai,LHR,KWI,1023,1121,58,0847,0945,58,0,
2025-01-22,American Airlines,LHR,JFK,0312,0402,50,2240,2337,57,0,
2024-12-27,FlyDubai,CDG,LAX,1657,1734,37,1554,1628,34,0,
2025-07-16,Etihad,ORD,DOH,2237,0014,97,1125,1327,122,0,
2024-11-18,Delta,SIN,PEK,0950,1021,31,2102,2129,27,0,
2025-06-24,Etihad,DFW,JFK,1711,1657,-14,1940,1943,3,0,
2024-08-28,Delta,BOM,SYD,0451,0635,104,1019,1154,95,0,
2025-03-23,FlyDubai,LAX,DXB,1543,1611,28,0357,0418,21,0,
2025-03-10,Air India,DFW,DOH,0056,0041,-15,0318,0311,-7,0,
2025-06-08,Etihad,FRA,SIN,0209,0225,16,0227,0251,24,0,
2025-03-08,Qatar Airways,KWI,SIN,0653,0838,105,0912,1116,124,0,
2025-01-14,FlyDubai,ICN,KWI,2128,2321,113,1310,1525,135,0,
2025-06-15,Etihad,DFW,HND,0931,1025,54,0404,0521,77,0,
2024-10-31,Air India,KWI,HND,1301,1327,26,1856,1939,43,0,
2025-08-23,British Airways,CDG,JFK,0308,0506,118,0436,0702,146,0,
2025-06-28,Delta,LHR,LAX,1911,1934,23,0610,0653,43,0,
2024-09-23,Qatar Airways,BOM,ICN,1743,1857,74,0338,0518,100,0,
2024-10-24,FlyDubai,PEK,CDG,1717,1708,-9,1407,1357,-10,0,
2025-07-11,Lufthansa,LHR,FRA,1656,1840,104,0815,0952,97,0,
2024-09-08,Singapore Airlines,ICN,LAX,0438,0554,76,1307,1448,101,0,
2025-01-04,Singapore Airlines,JFK,LHR,1442,1503,21,0917,0932,15,0,
2024-11-20,British Airways,PEK,DFW,1037,1104,27,1451,1525,34,0,
2025-03-29,Lufthansa,SFO,BKK,0111,0144,33,0106,0206,60,0,
2024-10-15,British Airways,DFW,SIN,0847,1025,98,0008,0214,126,0,
2025-01-18,Lufthansa,DOH,HND,2158,2315,77,0101,0244,103,0,
2025-07-30,Singapore Airlines,DXB,LHR,1700,1805,65,1507,1607,60,0,
2025-01-28,Etihad,DEL,CDG,1943,2018,35,0325,0419,54,0,
2025-06-13,Emirates,DFW,DEL,1613,1722,69,0253,0430,97,0,
2024-11-01,American Airlines,SYD,BKK,0555,0630,35,0034,0103,29,0,
2025-04-09,Delta,ICN,JFK,1853,1942,49,1502,1604,62,0,
2024-11-23,Etihad,LHR,BOM,0840,0933,53,0803,0854,51,0,
2025-01-18,FlyDubai,ORD,JFK,0637,0701,24,0041,0130,49,0,
2025-02-11,American Airlines,SFO,LHR,1612,1729,77,1235,1357,82,0,
2024-09-05,FlyDubai,BKK,LAX,0301,0323,22,0802,0822,20,0,
2024-09-29,Air India,DXB,DEL,0953,1048,55,0214,0320,66,0,
2025-03-09,Qatar Airways,KWI,BKK,2010,2119,69,1913,2018,65,0,
2025-05-25,Emirates,AUH,ORD,2217,2254,37,0616,0701,45,0,
2025-06-26,Singapore Airlines,DFW,AUH,0307,0346,39,2056,2134,38,0,
2024-10-16,FlyDubai,SFO,CDG,0414,0529,75,2010,2136,86,0,
2025-05-27,Etihad,SYD,FRA,1321,1333,12,1226,1241,15,0,
2025-04-19,American Airlines,BKK,BOM,1930,1930,0,2015,2026,11,0,
2025-05-12,FlyDubai,DOH,DFW,2240,2306,26,0643,0659,16,0,
2024-10-07,American Airlines,DEL,LHR,2224,2346,82,0147,0321,94,0,
2025-03-31,American Airlines,LHR,DFW,2219,2341,82,1839,1951,72,0,
2025-07-01,Air India,PEK,LAX,1523,1545,22,0957,1048,51,0,
2025-08-08,Delta,SYD,DEL,2006,2019,13,2140,2208,28,0,
2025-01-30,British Airways,SFO,KWI,0652,0817,85,1716,1840,84,0,
2024-09-26,Qatar Airways,BKK,SYD,1515,1508,-7,0403,0416,13,0,
2024-09-14,British Airways,DXB,CDG,1756,1946,110,0950,1137,107,0,
2024-11-02,Emirates,LAX,ICN,1620,1743,83,1329,1450,81,0,
2024-10-27,Etihad,ORD,BKK,0553,0738,105,0506,0712,126,0,
2025-01-16,British Airways,KWI,FRA,1931,2000,29,0345,0418,33,1,Weather
2024-12-06,British Airways,HND,BOM,1331,1343,12,2044,2118,34,0,
2024-11-16,FlyDubai,FRA,LHR,1734,1812,38,0852,0922,30,0,
2025-05-30,Qatar Airways,ORD,DFW,0418,0504,46,1241,1336,55,0,
2025-01-06,FlyDubai,AUH,CDG,1531,1542,11,0723,0801,38,0,
2025-07-15,American Airlines,ICN,DXB,1032,1042,10,0044,0111,27,0,
2024-11-04,Emirates,DEL,DFW,1658,1805,67,0546,0648,62,0,
2025-07-16,FlyDubai,FRA,BKK,2103,2129,26,2019,2106,47,0,
2024-10-16,Qatar Airways,DFW,SIN,1650,1712,22,0653,0710,17,0,
2025-08-11,Air India,CDG,SIN,0550,0748,118,0624,0842,138,0,
2025-06-03,Singapore Airlines,DEL,ORD,0934,1023,49,1043,1123,40,0,
2025-04-17,Singapore Airlines,ORD,AUH,0239,0411,92,0216,0346,90,0,
2025-08-03,Delta,PEK,JFK,1607,1705,58,1308,1413,65,0,
2025-07-30,Singapore Airlines,ORD,BKK,2217,2216,-1,1812,1831,19,0,
2025-01-14,Etihad,SIN,PEK,1717,1723,6,2125,2129,4,1,Air Traffic
2025-04-29,Lufthansa,AUH,LHR,0045,0045,0,1606,1557,-9,0,
2025-02-15,Emirates,DEL,DOH,1105,1251,106,1530,1709,99,0,
2024-12-18,British Airways,AUH,SYD,2209,2258,49,0143,0301,78,0,
2024-10-13,FlyDubai,PEK,DEL,1543,1733,110,2039,2255,136,0,
2025-01-18,FlyDubai,DOH,SIN,0639,0725,46,1855,2001,66,0,
2025-06-24,Etihad,SYD,HND,0224,0314,50,1834,1929,55,0,
2024-12-29,FlyDubai,KWI,SFO,0550,0718,88,0209,0339,90,0,
2025-05-09,British Airways,KWI,HND,1045,1140,55,0020,0117,57,0,
2025-03-13,Air India,BOM,DOH,0133,0200,27,0219,0307,48,1,Staff Issue
2025-08-25,Air India,HND,SYD,1831,2017,106,0217,0405,108,0,
2025-06-07,British Airways,BKK,SFO,0903,1015,72,0149,0328,99,0,
2025-05-26,Etihad,JFK,SYD,1649,1639,-10,2112,2116,4,0,
2025-02-22,Air India,LAX,SIN,1910,1940,30,1435,1457,22,1,Staff Issue
2025-02-22,Etihad,SIN,PEK,1429,1511,42,1949,2052,63,0,
2024-12-15,British Airways,JFK,BKK,1620,1752,92,0742,0916,94,0,
2025-08-27,FlyDubai,ORD,HND,0218,0406,108,1741,1923,102,0,
2025-06-24,Singapore Airlines,HND,DEL,1324,1402,38,0954,1047,53,0,
2025-03-13,Qatar Airways,DEL,SIN,0001,0041,40,1935,2019,44,0,
2025-05-31,Lufthansa,DEL,FRA,0013,0003,-10,1002,1016,14,0,
2024-10-17,Singapore Airlines,LAX,DFW,1014,1032,18,1723,1750,27,0,
2025-04-09,FlyDubai,SYD,DOH,0904,0947,43,2141,2243,62,0,
2025-01-10,Delta,ORD,BKK,0510,0530,20,0749,0800,11,1,Staff Issue
2025-08-01,American Airlines,PEK,DEL,1509,1632,83,1724,1900,96,0,
2025-08-15,Delta,DEL,LHR,1849,2042,113,1821,2031,130,0,
2025-05-11,Singapore Airlines,BKK,LHR,0248,0436,108,1534,1721,107,0,
2025-05-30,British Airways,DXB,ORD,1805,1951,106,1647,1824,97,0,
2024-12-23,Air India,SFO,ORD,0420,0555,95,2207,2349,102,0,
2025-08-14,Lufthansa,SIN,HND,1221,1244,23,0513,0605,52,0,
2025-02-21,Air India,JFK,FRA,2045,2227,102,2133,2340,127,0,
2025-03-07,Lufthansa,AUH,SIN,1930,2058,88,1851,2021,90,0,
2025-03-16,British Airways,ORD,LAX,1650,1837,107,0956,1137,101,0,
2025-02-14,American Airlines,SYD,DFW,1334,1518,104,1646,1821,95,0,
2024-09-05,Air India,SYD,DFW,1256,1245,-11,1141,1139,-2,0,
2024-09-27,Singapore Airlines,DFW,SFO,0501,0510,9,0117,0148,31,0,
2025-04-19,Singapore Airlines,ICN,AUH,0035,0029,-6,0243,0232,-11,0,
2025-01-21,FlyDubai,LAX,DEL,0946,1015,29,0416,0506,50,0,
2025-06-07,Lufthansa,HND,SIN,0217,0316,59,1500,1603,63,0,
2024-08-28,Etihad,FRA,DOH,1051,1206,75,1901,2029,88,0,
2025-02-21,Singapore Airlines,ORD,SYD,0132,0201,29,0046,0130,44,0,
2025-03-16,FlyDubai,LHR,BOM,0110,0114,4,0239,0312,33,0,
2024-10-18,FlyDubai,DOH,JFK,2048,2210,82,2029,2219,110,0,
2024-12-03,Singapore Airlines,AUH,SYD,2209,2150,-19,0237,0215,-22,0,
2024-11-27,FlyDubai,AUH,SFO,1449,1545,56,1830,1954,84,0,
2024-10-01,Qatar Airways,AUH,KWI,0007,2354,-13,0129,0122,-7,0,
2025-01-31,Qatar Airways,SIN,AUH,1832,1913,41,0601,0647,46,0,
2025-01-01,Singapore Airlines,CDG,AUH,1619,1651,32,1200,1235,35,0,
2024-10-13,Qatar Airways,DFW,LAX,0504,0630,86,0622,0817,115,0,
2024-11-09,Delta,DFW,SFO,2102,2234,92,1021,1200,99,0,
2025-05-08,Lufthansa,PEK,CDG,1148,1154,6,1051,1114,23,0,
2025-05-02,Qatar Airways,BKK,AUH,0751,0857,66,0727,0857,90,0,
2025-01-19,Air India,HND,FRA,2212,2230,18,0746,0823,37,0,
2024-12-30,British Airways,BKK,ORD,0851,0842,-9,1306,1307,1,0,
2025-08-22,Emirates,SIN,DXB,0201,0229,28,0205,0226,21,0,
2025-04-17,Singapore Airlines,SIN,CDG,2117,2109,-8,1029,1034,5,0,
2025-01-18,Delta,DEL,FRA,1103,1237,94,1005,1134,89,0,
2025-02-02,Qatar Airways,SIN,FRA,0145,0156,11,1915,1929,14,0,
2025-07-25,FlyDubai,DEL,DOH,1028,1045,17,2258,2318,20,0,
2024-12-06,FlyDubai,LHR,BOM,1528,1624,56,1414,1518,64,0,
2024-10-23,American Airlines,DXB,SYD,1311,1409,58,2048,2206,78,0,
2024-12-08,FlyDubai,LHR,DOH,1517,1702,105,0628,0834,126,0,
2025-03-25,Qatar Airways,LHR,JFK,1429,1601,92,2114,2257,103,0,
2025-02-24,British Airways,ICN,KWI,2206,2219,13,1948,2028,40,0,
2025-01-07,Delta,DOH,BKK,0928,0947,19,2103,2151,48,0,
